Anon Period;TGL Biz Desc;TGL Business Unit;TGL Business Segment;TGL Business Subsegment;Orders cons. (anon);Revenue cons. (anon)
10;SSI;SSI027;SSI02786;SSI0278622;2999996;2911575
11;SSI;SSI027;SSI02786;SSI0278622;3254339;3211486
12;SSI;SSI027;SSI02786;SSI0278622;3349747;3317305
13;SSI;SSI027;SSI02786;SSI0278622;2064446;1896990
14;SSI;SSI027;SSI02786;SSI0278622;1898043;2123554
15;SSI;SSI027;SSI02786;SSI0278622;2111494;1916587
16;SSI;SSI027;SSI02786;SSI0278622;2352781;2325414
17;SSI;SSI027;SSI02786;SSI0278622;2268366;2275831
18;SSI;SSI027;SSI02786;SSI0278622;2504612;2600426
19;SSI;SSI027;SSI02786;SSI0278622;2215445;2237391
20;SSI;SSI027;SSI02786;SSI0278622;2140795;2055490
21;SSI;SSI027;SSI02786;SSI0278622;2657138;2609193
22;SSI;SSI027;SSI02786;SSI0278622;2150463;2071777
23;SSI;SSI027;SSI02786;SSI0278622;2389612;2143558
24;SSI;SSI027;SSI02786;SSI0278622;2589225;2811862
25;SSI;SSI027;SSI02786;SSI0278622;1700240;1682878
26;SSI;SSI027;SSI02786;SSI0278622;1998324;2048887
27;SSI;SSI027;SSI02786;SSI0278622;1800838;1939074
28;SSI;SSI027;SSI02786;SSI0278622;2063476;2035601
29;SSI;SSI027;SSI02786;SSI0278622;2196355;2105588
30;SSI;SSI027;SSI02786;SSI0278622;2407693;2358286
31;SSI;SSI027;SSI02786;SSI0278622;1817843;1878532
32;SSI;SSI027;SSI02786;SSI0278622;2250211;2456719
33;SSI;SSI027;SSI02786;SSI0278622;2261595;2288199
34;SSI;SSI027;SSI02786;SSI0278622;2502101;2525704
35;SSI;SSI027;SSI02786;SSI0278622;2402255;2373116
36;SSI;SSI027;SSI02786;SSI0278622;2692395;2698774
37;SSI;SSI027;SSI02786;SSI0278622;1858060;1840573
38;SSI;SSI027;SSI02786;SSI0278622;1814031;1738058
39;SSI;SSI027;SSI02786;SSI0278622;2264977;2280262
40;SSI;SSI027;SSI02786;SSI0278622;2363036;2281003
41;SSI;SSI027;SSI02786;SSI0278622;2311171;2385778
42;SSI;SSI027;SSI02786;SSI0278622;2143896;2042733
3;SSI;SSI027;SSI02786;SSI0278624;941;0
4;SSI;SSI027;SSI02786;SSI0278624;-197;753
39;SSI;SSI027;SSI02786;SSI0278624;14744;0
25;SSI;SSI027;SSI02786;SSI0278626;563333;413789
26;SSI;SSI027;SSI02786;SSI0278626;3723159;101164
27;SSI;SSI027;SSI02786;SSI0278626;4774990;640635
28;SSI;SSI027;SSI02786;SSI0278626;2218611;1003683
29;SSI;SSI027;SSI02786;SSI0278626;3254730;1422199
30;SSI;SSI027;SSI02786;SSI0278626;9003139;1663561
31;SSI;SSI027;SSI02786;SSI0278626;2846624;1323272
32;SSI;SSI027;SSI02786;SSI0278626;12238280;3384207
33;SSI;SSI027;SSI02786;SSI0278626;4023438;2840448
34;SSI;SSI027;SSI02786;SSI0278626;6901299;2439564
35;SSI;SSI027;SSI02786;SSI0278626;6675518;3102077
36;SSI;SSI027;SSI02786;SSI0278626;5412089;5811834
37;SSI;SSI027;SSI02786;SSI0278626;8478578;3128656
38;SSI;SSI027;SSI02786;SSI0278626;3159282;2922946
39;SSI;SSI027;SSI02786;SSI0278626;11226564;4034131
40;SSI;SSI027;SSI02786;SSI0278626;14993536;4411209
41;SSI;SSI027;SSI02786;SSI0278626;6058772;5191225
42;SSI;SSI027;SSI02786;SSI0278626;24266424;5857913
36;SSI;SSI027;SSI02786;SSI0278630;967;0
37;SSI;SSI027;SSI02786;SSI0278630;0;0
38;SSI;SSI027;SSI02786;SSI0278630;0;105098
39;SSI;SSI027;SSI02786;SSI0278630;0;2843
40;SSI;SSI027;SSI02786;SSI0278630;0;0
41;SSI;SSI027;SSI02786;SSI0278630;0;0
42;SSI;SSI027;SSI02786;SSI0278630;0;0
37;SSI;SSI027;SSI02786;SSI0278691;0;0
38;SSI;SSI027;SSI02786;SSI0278691;50545;50545
39;SSI;SSI027;SSI02786;SSI0278691;0;0
40;SSI;SSI027;SSI02786;SSI0278691;0;0
41;SSI;SSI027;SSI02786;SSI0278691;0;0
42;SSI;SSI027;SSI02786;SSI0278691;0;0
1;SSI;SSI027;SSI02792;SSI02792;0;0
2;SSI;SSI027;SSI02792;SSI02792;0;0
3;SSI;SSI027;SSI02792;SSI02792;0;0
4;SSI;SSI027;SSI02792;SSI02792;0;0
5;SSI;SSI027;SSI02792;SSI02792;0;-117
6;SSI;SSI027;SSI02792;SSI02792;0;0
7;SSI;SSI027;SSI02792;SSI02792;0;0
8;SSI;SSI027;SSI02792;SSI02792;0;0
9;SSI;SSI027;SSI02792;SSI02792;0;0
10;SSI;SSI027;SSI02792;SSI02792;0;0
11;SSI;SSI027;SSI02792;SSI02792;0;0
12;SSI;SSI027;SSI02792;SSI02792;0;0
13;SSI;SSI027;SSI02792;SSI02792;0;0
14;SSI;SSI027;SSI02792;SSI02792;0;0
15;SSI;SSI027;SSI02792;SSI02792;0;0
16;SSI;SSI027;SSI02792;SSI02792;0;0
17;SSI;SSI027;SSI02792;SSI02792;0;0
18;SSI;SSI027;SSI02792;SSI02792;0;0
19;SSI;SSI027;SSI02792;SSI02792;0;0
20;SSI;SSI027;SSI02792;SSI02792;0;0
21;SSI;SSI027;SSI02792;SSI02792;0;0
22;SSI;SSI027;SSI02792;SSI02792;0;0
23;SSI;SSI027;SSI02792;SSI02792;0;0
24;SSI;SSI027;SSI02792;SSI02792;0;0
25;SSI;SSI027;SSI02792;SSI02792;0;0
26;SSI;SSI027;SSI02792;SSI02792;0;0
27;SSI;SSI027;SSI02792;SSI02792;0;0
28;SSI;SSI027;SSI02792;SSI02792;0;0
29;SSI;SSI027;SSI02792;SSI02792;0;0
30;SSI;SSI027;SSI02792;SSI02792;0;0
31;SSI;SSI027;SSI02792;SSI02792;0;0
32;SSI;SSI027;SSI02792;SSI02792;0;0
33;SSI;SSI027;SSI02792;SSI02792;0;0
34;SSI;SSI027;SSI02792;SSI02792;0;0
35;SSI;SSI027;SSI02792;SSI02792;0;0
36;SSI;SSI027;SSI02792;SSI02792;0;3
37;SSI;SSI027;SSI02792;SSI02792;0;12
38;SSI;SSI027;SSI02792;SSI02792;0;0
39;SSI;SSI027;SSI02792;SSI02792;0;0
40;SSI;SSI027;SSI02792;SSI02792;0;0
41;SSI;SSI027;SSI02792;SSI02792;0;0
42;SSI;SSI027;SSI02792;SSI02792;0;-12
1;SSI;SSI027;SSI02793;SSI02793;-10764;-10764
2;SSI;SSI027;SSI02793;SSI02793;-29476;-29476
3;SSI;SSI027;SSI02793;SSI02793;-38361;-38361
4;SSI;SSI027;SSI02793;SSI02793;158656;158656
5;SSI;SSI027;SSI02793;SSI02793;57628;57628
6;SSI;SSI027;SSI02793;SSI02793;42755;42755
7;SSI;SSI027;SSI02793;SSI02793;46044;46044
8;SSI;SSI027;SSI02793;SSI02793;99794;99794
18;SSI;SSI027;SSI02793;SSI02793;0;0
22;SSI;SSI027;SSI02793;SSI02793;0;0
23;SSI;SSI027;SSI02793;SSI02793;0;0
24;SSI;SSI027;SSI02793;SSI02793;0;0
25;SSI;SSI027;SSI02793;SSI02793;0;0
26;SSI;SSI027;SSI02793;SSI02793;0;0
27;SSI;SSI027;SSI02793;SSI02793;0;0
28;SSI;SSI027;SSI02793;SSI02793;0;0
29;SSI;SSI027;SSI02793;SSI02793;0;0
30;SSI;SSI027;SSI02793;SSI02793;0;0
31;SSI;SSI027;SSI02793;SSI02793;0;0
32;SSI;SSI027;SSI02793;SSI02793;0;0
33;SSI;SSI027;SSI02793;SSI02793;0;0
34;SSI;SSI027;SSI02793;SSI02793;0;0
35;SSI;SSI027;SSI02793;SSI02793;0;0
36;SSI;SSI027;SSI02793;SSI02793;0;0
38;SSI;SSI027;SSI02793;SSI02793;0;0
39;SSI;SSI027;SSI02793;SSI02793;0;0
40;SSI;SSI027;SSI02793;SSI02793;0;0
41;SSI;SSI027;SSI02793;SSI02793;15207;15207
42;SSI;SSI027;SSI02793;SSI02793;76252;76252
16;SSI;SSI027;SSI02796;SSI02796;0;0
17;SSI;SSI027;SSI02796;SSI02796;0;0
18;SSI;SSI027;SSI02796;SSI02796;0;0
21;SSI;SSI027;SSI02796;SSI02796;0;0
22;SSI;SSI027;SSI02796;SSI02796;0;0
25;SSI;SSI027;SSI02796;SSI02796;0;0
26;SSI;SSI027;SSI02796;SSI02796;0;0
27;SSI;SSI027;SSI02796;SSI02796;0;0
28;SSI;SSI027;SSI02796;SSI02796;0;0
30;SSI;SSI027;SSI02796;SSI02796;0;0
31;SSI;SSI027;SSI02796;SSI02796;0;0
33;SSI;SSI027;SSI02796;SSI02796;0;0
2;SSI;SSI027;SSI02798;SSI02798;0;0
23;SSI;SSI027;SSI02798;SSI02798;0;0
24;SSI;SSI027;SSI02798;SSI02798;0;0
13;SSI;SSI027;SSI02799;SSI02799;0;0
34;SSI;SSI027;SSI02799;SSI02799;2665;0
37;SSI;SSI027;SSI02799;SSI02799;1141754;1086495
38;SSI;SSI027;SSI02799;SSI02799;131801;131801
39;SSI;SSI027;SSI02799;SSI02799;307593;316097
40;SSI;SSI027;SSI02799;SSI02799;-194617;-338061
41;SSI;SSI027;SSI02799;SSI02799;-307314;-308839
42;SSI;SSI027;SSI02799;SSI02799;-783952;-784425
1;SSI;SSI037;SSI03781;SSI0378115;25522538;19616127
2;SSI;SSI037;SSI03781;SSI0378115;36141381;32571093
3;SSI;SSI037;SSI03781;SSI0378115;69641031;49163795
4;SSI;SSI037;SSI03781;SSI0378115;39303001;28173234
5;SSI;SSI037;SSI03781;SSI0378115;43672195;33777524
6;SSI;SSI037;SSI03781;SSI0378115;64034478;39306323
7;SSI;SSI037;SSI03781;SSI0378115;41528692;30920668
8;SSI;SSI037;SSI03781;SSI0378115;46488327;32009862
9;SSI;SSI037;SSI03781;SSI0378115;71511759;47935173
10;SSI;SSI037;SSI03781;SSI0378115;45308300;38512071
11;SSI;SSI037;SSI03781;SSI0378115;42882820;47105774
12;SSI;SSI037;SSI03781;SSI0378115;46366717;60013165
13;SSI;SSI037;SSI03781;SSI0378115;40068314;20016340
14;SSI;SSI037;SSI03781;SSI0378115;56776419;35402273
15;SSI;SSI037;SSI03781;SSI0378115;75764591;43879607
16;SSI;SSI037;SSI03781;SSI0378115;36315799;32430118
17;SSI;SSI037;SSI03781;SSI0378115;57484507;37688844
18;SSI;SSI037;SSI03781;SSI0378115;61599179;51385046
19;SSI;SSI037;SSI03781;SSI0378115;38091313;37651084
20;SSI;SSI037;SSI03781;SSI0378115;63031316;31446710
21;SSI;SSI037;SSI03781;SSI0378115;46193177;45234529
22;SSI;SSI037;SSI03781;SSI0378115;46085722;34592763
23;SSI;SSI037;SSI03781;SSI0378115;40512589;43142126
24;SSI;SSI037;SSI03781;SSI0378115;37771782;56520410
25;SSI;SSI037;SSI03781;SSI0378115;56932089;27872864
26;SSI;SSI037;SSI03781;SSI0378115;49887172;40035425
27;SSI;SSI037;SSI03781;SSI0378115;67941207;51486636
28;SSI;SSI037;SSI03781;SSI0378115;57181922;43653603
29;SSI;SSI037;SSI03781;SSI0378115;45391261;41842443
30;SSI;SSI037;SSI03781;SSI0378115;60651108;49945738
31;SSI;SSI037;SSI03781;SSI0378115;47619883;36293249
32;SSI;SSI037;SSI03781;SSI0378115;63395976;46312320
33;SSI;SSI037;SSI03781;SSI0378115;59851614;54132161
34;SSI;SSI037;SSI03781;SSI0378115;49780595;52060026
35;SSI;SSI037;SSI03781;SSI0378115;83344905;56653688
36;SSI;SSI037;SSI03781;SSI0378115;71496258;65598922
37;SSI;SSI037;SSI03781;SSI0378115;68779258;39178403
38;SSI;SSI037;SSI03781;SSI0378115;68045385;40455216
39;SSI;SSI037;SSI03781;SSI0378115;53773381;57050759
40;SSI;SSI037;SSI03781;SSI0378115;56034828;51844188
41;SSI;SSI037;SSI03781;SSI0378115;42856617;51587927
42;SSI;SSI037;SSI03781;SSI0378115;68535439;67813250
1;SSI;SSI037;SSI03781;SSI0378125;8317559;8827153
2;SSI;SSI037;SSI03781;SSI0378125;13004366;9114390
3;SSI;SSI037;SSI03781;SSI0378125;11961281;9365864
4;SSI;SSI037;SSI03781;SSI0378125;7770295;8620424
5;SSI;SSI037;SSI03781;SSI0378125;8081990;9554080
6;SSI;SSI037;SSI03781;SSI0378125;8857174;7813528
7;SSI;SSI037;SSI03781;SSI0378125;9329327;4919968
8;SSI;SSI037;SSI03781;SSI0378125;5924343;9108791
9;SSI;SSI037;SSI03781;SSI0378125;11631212;10236939
10;SSI;SSI037;SSI03781;SSI0378125;13114403;8124475
11;SSI;SSI037;SSI03781;SSI0378125;11312337;10153258
12;SSI;SSI037;SSI03781;SSI0378125;10289943;10171633
13;SSI;SSI037;SSI03781;SSI0378125;8490442;7850978
14;SSI;SSI037;SSI03781;SSI0378125;14523784;9466844
15;SSI;SSI037;SSI03781;SSI0378125;10988516;8844607
16;SSI;SSI037;SSI03781;SSI0378125;7101361;9619190
17;SSI;SSI037;SSI03781;SSI0378125;10367180;9726206
18;SSI;SSI037;SSI03781;SSI0378125;13457995;10827922
19;SSI;SSI037;SSI03781;SSI0378125;11195786;9713004
20;SSI;SSI037;SSI03781;SSI0378125;20064721;11481866
21;SSI;SSI037;SSI03781;SSI0378125;9158403;12392288
22;SSI;SSI037;SSI03781;SSI0378125;5719258;10507611
23;SSI;SSI037;SSI03781;SSI0378125;7690007;11401509
24;SSI;SSI037;SSI03781;SSI0378125;14643504;10703489
25;SSI;SSI037;SSI03781;SSI0378125;7221613;11100918
26;SSI;SSI037;SSI03781;SSI0378125;16073184;12545280
27;SSI;SSI037;SSI03781;SSI0378125;3426746;12411976
28;SSI;SSI037;SSI03781;SSI0378125;20991492;13987875
29;SSI;SSI037;SSI03781;SSI0378125;8665141;10280671
30;SSI;SSI037;SSI03781;SSI0378125;12445489;11217050
31;SSI;SSI037;SSI03781;SSI0378125;15051031;13372855
32;SSI;SSI037;SSI03781;SSI0378125;13250088;11203631
33;SSI;SSI037;SSI03781;SSI0378125;8464388;10223287
34;SSI;SSI037;SSI03781;SSI0378125;8786574;12885384
35;SSI;SSI037;SSI03781;SSI0378125;17167924;12014165
36;SSI;SSI037;SSI03781;SSI0378125;14235656;12109930
37;SSI;SSI037;SSI03781;SSI0378125;11119318;12806307
38;SSI;SSI037;SSI03781;SSI0378125;15120648;12484441
39;SSI;SSI037;SSI03781;SSI0378125;22192878;10742142
40;SSI;SSI037;SSI03781;SSI0378125;10098132;12510954
41;SSI;SSI037;SSI03781;SSI0378125;16840917;12559839
42;SSI;SSI037;SSI03781;SSI0378125;21788028;14737147
1;SSI;SSI037;SSI03781;SSI0378135;13982433;7418781
2;SSI;SSI037;SSI03781;SSI0378135;11803073;5421701
3;SSI;SSI037;SSI03781;SSI0378135;12346613;12319477
4;SSI;SSI037;SSI03781;SSI0378135;13385697;8632633
5;SSI;SSI037;SSI03781;SSI0378135;9969197;10004078
6;SSI;SSI037;SSI03781;SSI0378135;16375555;12157839
7;SSI;SSI037;SSI03781;SSI0378135;16944358;10309678
8;SSI;SSI037;SSI03781;SSI0378135;10345832;11814397
9;SSI;SSI037;SSI03781;SSI0378135;24156335;14821705
10;SSI;SSI037;SSI03781;SSI0378135;13407181;13133758
11;SSI;SSI037;SSI03781;SSI0378135;13070237;12612651
12;SSI;SSI037;SSI03781;SSI0378135;19587520;12560899
13;SSI;SSI037;SSI03781;SSI0378135;9281978;12389811
14;SSI;SSI037;SSI03781;SSI0378135;25639784;9842902
15;SSI;SSI037;SSI03781;SSI0378135;235443;14385155
16;SSI;SSI037;SSI03781;SSI0378135;18199889;12153477
17;SSI;SSI037;SSI03781;SSI0378135;11987625;10680463
18;SSI;SSI037;SSI03781;SSI0378135;12099816;14465219
19;SSI;SSI037;SSI03781;SSI0378135;16399559;11364562
20;SSI;SSI037;SSI03781;SSI0378135;18366874;13012008
21;SSI;SSI037;SSI03781;SSI0378135;15754254;15366075
22;SSI;SSI037;SSI03781;SSI0378135;8622784;9705633
23;SSI;SSI037;SSI03781;SSI0378135;12358466;14935857
24;SSI;SSI037;SSI03781;SSI0378135;12544731;14212999
25;SSI;SSI037;SSI03781;SSI0378135;16886748;10655217
26;SSI;SSI037;SSI03781;SSI0378135;11487524;12197689
27;SSI;SSI037;SSI03781;SSI0378135;12449816;13043939
28;SSI;SSI037;SSI03781;SSI0378135;22651158;14798629
29;SSI;SSI037;SSI03781;SSI0378135;17553259;13415769
30;SSI;SSI037;SSI03781;SSI0378135;13062676;16689131
31;SSI;SSI037;SSI03781;SSI0378135;18530210;16189431
32;SSI;SSI037;SSI03781;SSI0378135;17269644;16946981
33;SSI;SSI037;SSI03781;SSI0378135;17223032;15871089
34;SSI;SSI037;SSI03781;SSI0378135;15045756;19620616
35;SSI;SSI037;SSI03781;SSI0378135;13076828;18235483
36;SSI;SSI037;SSI03781;SSI0378135;14340143;17931280
37;SSI;SSI037;SSI03781;SSI0378135;15016603;17172156
38;SSI;SSI037;SSI03781;SSI0378135;20699236;16558856
39;SSI;SSI037;SSI03781;SSI0378135;14185022;15090205
40;SSI;SSI037;SSI03781;SSI0378135;15134959;16427737
41;SSI;SSI037;SSI03781;SSI0378135;16022026;15020540
42;SSI;SSI037;SSI03781;SSI0378135;24708779;20242960
1;SSI;SSI037;SSI03781;SSI0378140;6173231;6564384
2;SSI;SSI037;SSI03781;SSI0378140;8779981;6808736
3;SSI;SSI037;SSI03781;SSI0378140;9849549;6743687
4;SSI;SSI037;SSI03781;SSI0378140;9008209;7818472
5;SSI;SSI037;SSI03781;SSI0378140;6688701;8047828
6;SSI;SSI037;SSI03781;SSI0378140;13003347;9584701
7;SSI;SSI037;SSI03781;SSI0378140;13324541;8002918
8;SSI;SSI037;SSI03781;SSI0378140;9189254;10087629
9;SSI;SSI037;SSI03781;SSI0378140;6238102;9152372
10;SSI;SSI037;SSI03781;SSI0378140;12000014;8002336
11;SSI;SSI037;SSI03781;SSI0378140;10112719;10828691
12;SSI;SSI037;SSI03781;SSI0378140;10214654;10671896
13;SSI;SSI037;SSI03781;SSI0378140;16382038;9797824
14;SSI;SSI037;SSI03781;SSI0378140;9609150;10868635
15;SSI;SSI037;SSI03781;SSI0378140;7729630;10525568
16;SSI;SSI037;SSI03781;SSI0378140;18385543;12532586
17;SSI;SSI037;SSI03781;SSI0378140;8527683;13329659
18;SSI;SSI037;SSI03781;SSI0378140;11498448;14623848
19;SSI;SSI037;SSI03781;SSI0378140;9804859;9970791
20;SSI;SSI037;SSI03781;SSI0378140;10612569;11719398
21;SSI;SSI037;SSI03781;SSI0378140;9990739;12534757
22;SSI;SSI037;SSI03781;SSI0378140;7130914;7203270
23;SSI;SSI037;SSI03781;SSI0378140;8235250;11365672
24;SSI;SSI037;SSI03781;SSI0378140;12315425;9088972
25;SSI;SSI037;SSI03781;SSI0378140;19369871;11862684
26;SSI;SSI037;SSI03781;SSI0378140;10240671;11433358
27;SSI;SSI037;SSI03781;SSI0378140;13125407;10987712
28;SSI;SSI037;SSI03781;SSI0378140;10140519;12966260
29;SSI;SSI037;SSI03781;SSI0378140;15023650;12606887
30;SSI;SSI037;SSI03781;SSI0378140;14321119;11050026
31;SSI;SSI037;SSI03781;SSI0378140;7075313;11460140
32;SSI;SSI037;SSI03781;SSI0378140;12698489;12334402
33;SSI;SSI037;SSI03781;SSI0378140;10104264;13943152
34;SSI;SSI037;SSI03781;SSI0378140;12781937;12474324
35;SSI;SSI037;SSI03781;SSI0378140;14614211;10829087
36;SSI;SSI037;SSI03781;SSI0378140;12738530;12944668
37;SSI;SSI037;SSI03781;SSI0378140;13727778;15147376
38;SSI;SSI037;SSI03781;SSI0378140;14284502;13121653
39;SSI;SSI037;SSI03781;SSI0378140;10687738;10088419
40;SSI;SSI037;SSI03781;SSI0378140;21707480;13668930
41;SSI;SSI037;SSI03781;SSI0378140;10366035;13322792
42;SSI;SSI037;SSI03781;SSI0378140;11747233;15202106
1;SSI;SSI037;SSI03781;SSI0378145;19254876;13899571
2;SSI;SSI037;SSI03781;SSI0378145;20502674;17301802
3;SSI;SSI037;SSI03781;SSI0378145;15592772;15990833
4;SSI;SSI037;SSI03781;SSI0378145;15513080;15962647
5;SSI;SSI037;SSI03781;SSI0378145;14847671;13765919
6;SSI;SSI037;SSI03781;SSI0378145;19382139;14872720
7;SSI;SSI037;SSI03781;SSI0378145;13396255;10185701
8;SSI;SSI037;SSI03781;SSI0378145;19062626;17502664
9;SSI;SSI037;SSI03781;SSI0378145;25665834;26428585
10;SSI;SSI037;SSI03781;SSI0378145;22329455;22418793
11;SSI;SSI037;SSI03781;SSI0378145;17665049;21839652
12;SSI;SSI037;SSI03781;SSI0378145;20545818;20994350
13;SSI;SSI037;SSI03781;SSI0378145;17723901;18557859
14;SSI;SSI037;SSI03781;SSI0378145;24545360;20241107
15;SSI;SSI037;SSI03781;SSI0378145;18009724;19986341
16;SSI;SSI037;SSI03781;SSI0378145;24574886;17073962
17;SSI;SSI037;SSI03781;SSI0378145;14703367;16797586
18;SSI;SSI037;SSI03781;SSI0378145;31643372;24815786
19;SSI;SSI037;SSI03781;SSI0378145;20198803;20894589
20;SSI;SSI037;SSI03781;SSI0378145;21067596;21474983
21;SSI;SSI037;SSI03781;SSI0378145;18928458;21589694
22;SSI;SSI037;SSI03781;SSI0378145;21555891;18586871
23;SSI;SSI037;SSI03781;SSI0378145;34483208;22231840
24;SSI;SSI037;SSI03781;SSI0378145;21250731;26675131
25;SSI;SSI037;SSI03781;SSI0378145;25404510;21205209
26;SSI;SSI037;SSI03781;SSI0378145;22129811;24055832
27;SSI;SSI037;SSI03781;SSI0378145;18611733;22097417
28;SSI;SSI037;SSI03781;SSI0378145;24640784;23118515
29;SSI;SSI037;SSI03781;SSI0378145;14575127;17514987
30;SSI;SSI037;SSI03781;SSI0378145;28183994;23927580
31;SSI;SSI037;SSI03781;SSI0378145;19937980;22096350
32;SSI;SSI037;SSI03781;SSI0378145;18883625;21967617
33;SSI;SSI037;SSI03781;SSI0378145;18343629;22114326
34;SSI;SSI037;SSI03781;SSI0378145;21557510;22306674
35;SSI;SSI037;SSI03781;SSI0378145;20595253;22829529
36;SSI;SSI037;SSI03781;SSI0378145;22940357;22896256
37;SSI;SSI037;SSI03781;SSI0378145;31073783;20702934
38;SSI;SSI037;SSI03781;SSI0378145;32193278;22787931
39;SSI;SSI037;SSI03781;SSI0378145;22690244;18775254
40;SSI;SSI037;SSI03781;SSI0378145;22023415;24044615
41;SSI;SSI037;SSI03781;SSI0378145;24666168;23792776
42;SSI;SSI037;SSI03781;SSI0378145;26450523;26181856
1;SSI;SSI037;SSI03781;SSI0378150;30018152;15767138
2;SSI;SSI037;SSI03781;SSI0378150;21094826;20863730
3;SSI;SSI037;SSI03781;SSI0378150;23159264;22632333
4;SSI;SSI037;SSI03781;SSI0378150;30896669;17119278
5;SSI;SSI037;SSI03781;SSI0378150;49683138;17899918
6;SSI;SSI037;SSI03781;SSI0378150;24832489;26220378
7;SSI;SSI037;SSI03781;SSI0378150;23406985;14458673
8;SSI;SSI037;SSI03781;SSI0378150;32903555;19082561
9;SSI;SSI037;SSI03781;SSI0378150;26368645;32186271
10;SSI;SSI037;SSI03781;SSI0378150;35857139;19173502
11;SSI;SSI037;SSI03781;SSI0378150;29566122;26301754
12;SSI;SSI037;SSI03781;SSI0378150;29650531;42513306
13;SSI;SSI037;SSI03781;SSI0378150;24487287;15707532
14;SSI;SSI037;SSI03781;SSI0378150;32074641;31421187
15;SSI;SSI037;SSI03781;SSI0378150;36896147;32446278
16;SSI;SSI037;SSI03781;SSI0378150;42897892;24955770
17;SSI;SSI037;SSI03781;SSI0378150;24540450;21664101
18;SSI;SSI037;SSI03781;SSI0378150;33754054;35223269
19;SSI;SSI037;SSI03781;SSI0378150;17655309;19665591
20;SSI;SSI037;SSI03781;SSI0378150;20612659;23168420
21;SSI;SSI037;SSI03781;SSI0378150;11371144;30536206
22;SSI;SSI037;SSI03781;SSI0378150;35677151;21950691
23;SSI;SSI037;SSI03781;SSI0378150;19087435;24717924
24;SSI;SSI037;SSI03781;SSI0378150;24987959;30202979
25;SSI;SSI037;SSI03781;SSI0378150;16551768;16762878
26;SSI;SSI037;SSI03781;SSI0378150;23935359;20103472
27;SSI;SSI037;SSI03781;SSI0378150;22575752;28695073
28;SSI;SSI037;SSI03781;SSI0378150;20424421;29129648
29;SSI;SSI037;SSI03781;SSI0378150;23189015;21103252
30;SSI;SSI037;SSI03781;SSI0378150;33242223;29061777
31;SSI;SSI037;SSI03781;SSI0378150;29686032;22623804
32;SSI;SSI037;SSI03781;SSI0378150;33921345;32180687
33;SSI;SSI037;SSI03781;SSI0378150;28964832;34155239
34;SSI;SSI037;SSI03781;SSI0378150;28186125;33065086
35;SSI;SSI037;SSI03781;SSI0378150;37023899;38158081
36;SSI;SSI037;SSI03781;SSI0378150;36099299;47281346
37;SSI;SSI037;SSI03781;SSI0378150;43420395;25453184
38;SSI;SSI037;SSI03781;SSI0378150;26016069;27030734
39;SSI;SSI037;SSI03781;SSI0378150;40923676;40275763
40;SSI;SSI037;SSI03781;SSI0378150;38221388;30229102
41;SSI;SSI037;SSI03781;SSI0378150;29829402;28132641
42;SSI;SSI037;SSI03781;SSI0378150;43312847;35897016
1;SSI;SSI037;SSI03781;SSI0378170;68102654;38790360
2;SSI;SSI037;SSI03781;SSI0378170;63387971;44297931
3;SSI;SSI037;SSI03781;SSI0378170;70182896;40915812
4;SSI;SSI037;SSI03781;SSI0378170;49710444;39383573
5;SSI;SSI037;SSI03781;SSI0378170;50283529;39512485
6;SSI;SSI037;SSI03781;SSI0378170;90240324;48998141
7;SSI;SSI037;SSI03781;SSI0378170;53722594;42024668
8;SSI;SSI037;SSI03781;SSI0378170;63395935;54164288
9;SSI;SSI037;SSI03781;SSI0378170;56721333;53452270
10;SSI;SSI037;SSI03781;SSI0378170;63066013;48216256
11;SSI;SSI037;SSI03781;SSI0378170;53597683;59567522
12;SSI;SSI037;SSI03781;SSI0378170;64351490;60400973
13;SSI;SSI037;SSI03781;SSI0378170;84120361;54925130
14;SSI;SSI037;SSI03781;SSI0378170;52237447;53951187
15;SSI;SSI037;SSI03781;SSI0378170;55154667;55879637
16;SSI;SSI037;SSI03781;SSI0378170;74555003;49724943
17;SSI;SSI037;SSI03781;SSI0378170;70458759;56879207
18;SSI;SSI037;SSI03781;SSI0378170;59529531;76092000
19;SSI;SSI037;SSI03781;SSI0378170;48863488;53701992
20;SSI;SSI037;SSI03781;SSI0378170;44503636;59411106
21;SSI;SSI037;SSI03781;SSI0378170;86665614;58858667
22;SSI;SSI037;SSI03781;SSI0378170;41418461;55656448
23;SSI;SSI037;SSI03781;SSI0378170;66812512;57656722
24;SSI;SSI037;SSI03781;SSI0378170;79017613;68525920
25;SSI;SSI037;SSI03781;SSI0378170;66482664;60978332
26;SSI;SSI037;SSI03781;SSI0378170;57850314;74945885
27;SSI;SSI037;SSI03781;SSI0378170;63892839;68894240
28;SSI;SSI037;SSI03781;SSI0378170;68392039;54456519
29;SSI;SSI037;SSI03781;SSI0378170;60334389;58942186
30;SSI;SSI037;SSI03781;SSI0378170;60580939;65251364
31;SSI;SSI037;SSI03781;SSI0378170;70653482;62052556
32;SSI;SSI037;SSI03781;SSI0378170;70329960;61654874
33;SSI;SSI037;SSI03781;SSI0378170;86829605;70974699
34;SSI;SSI037;SSI03781;SSI0378170;70788252;65779306
35;SSI;SSI037;SSI03781;SSI0378170;96331729;66466861
36;SSI;SSI037;SSI03781;SSI0378170;71648263;67404234
37;SSI;SSI037;SSI03781;SSI0378170;81039744;70038028
